MentionID,Date,SourceID,ThemeID,UserID,Segment,Type,SentimentScore,FrequencyWeight,PhraseText
1529,2025-02-08,2,4,USR_0197,Startup PMs,Phrase,-0.31,7,
1530,2025-05-31,1,8,USR_0297,Startup PMs,Dream,-0.34,46,
1531,2025-11-24,3,9,USR_0175,SMB PMs,Phrase,-0.33,4,
1532,2024-09-09,5,4,USR_0340,Enterprise PMs,Dream,-0.63,1,
1533,2024-10-08,5,16,USR_0096,SMB PMs,Phrase,0.79,1,
1534,2024-02-04,5,8,USR_0273,Mid-market PMs,Pain,-0.71,10,
1535,2025-06-19,5,14,USR_0252,Enterprise PMs,Phrase,0.67,4,
1536,2024-03-23,2,5,USR_0107,SMB PMs,Dream,0.11,1,
1537,2024-10-19,1,4,USR_0245,Enterprise PMs,Pain,-0.03,1,impacting users lives
1538,2024-06-30,1,18,USR_0007,Enterprise PMs,Phrase,0.59,1,
1539,2025-08-03,3,1,USR_0227,Mid-market PMs,Pain,-0.58,5,
1540,2024-06-27,2,18,USR_0463,Startup PMs,Phrase,0.5,2,
1541,2024-07-30,5,12,USR_0177,Startup PMs,Dream,0.49,5,
1542,2025-01-17,5,15,USR_0121,Startup PMs,Dream,0.22,1,sandbagging gatekeepers
1543,2025-07-09,5,16,USR_0078,Enterprise PMs,Pain,0.86,1,
1544,2024-02-20,2,16,USR_0011,Enterprise PMs,Phrase,0.52,1,
1545,2024-10-03,4,3,USR_0071,Startup PMs,Phrase,-0.44,4,CEO without power
1546,2024-08-17,5,2,USR_0397,Mid-market PMs,Phrase,-0.44,1,not psychic
1547,2025-02-01,5,4,USR_0319,Enterprise PMs,Phrase,-0.62,5,
1548,2024-06-17,1,9,USR_0429,Enterprise PMs,Phrase,-0.61,1,
1549,2024-03-18,4,7,USR_0098,SMB PMs,Pain,0.09,9,
1550,2024-10-31,4,16,USR_0490,Mid-market PMs,Pain,0.52,2,
1551,2025-03-16,2,9,USR_0333,Enterprise PMs,Pain,-0.2,7,slow down to speed up
1552,2024-01-12,5,11,USR_0147,SMB PMs,Dream,0.61,2,C suite idiots
1553,2024-08-07,1,5,USR_0342,SMB PMs,Phrase,-0.29,4,C suite idiots
1554,2024-01-12,3,15,USR_0113,Mid-market PMs,Pain,0.69,1,
1555,2025-02-06,1,3,USR_0343,Enterprise PMs,Phrase,-0.7,1,
1556,2025-08-02,5,14,USR_0389,Startup PMs,Phrase,0.35,5,
1557,2024-10-28,2,9,USR_0374,Startup PMs,Pain,-0.62,1,
1558,2025-12-17,5,8,USR_0332,Startup PMs,Phrase,-0.55,12,boulder uphill
1559,2025-03-10,5,14,USR_0359,Mid-market PMs,Pain,0.42,1,
1560,2025-11-12,2,4,USR_0172,Enterprise PMs,Phrase,-0.19,4,
1561,2025-09-01,2,10,USR_0404,Startup PMs,Pain,-0.25,7,
1562,2025-11-21,5,9,USR_0353,Startup PMs,Dream,-0.9,6,
1563,2025-07-04,4,3,USR_0157,Startup PMs,Dream,-0.13,1,
1564,2024-08-25,5,17,USR_0067,Enterprise PMs,Phrase,0.51,2,
1565,2025-08-06,2,1,USR_0059,Enterprise PMs,Phrase,-0.86,17,
1566,2025-01-24,1,4,USR_0294,Enterprise PMs,Pain,-0.34,2,boulder uphill
1567,2024-08-02,5,17,USR_0469,Enterprise PMs,Dream,0.32,4,impacting users lives
1568,2025-05-24,3,16,USR_0123,Enterprise PMs,Phrase,0.94,1,C suite idiots
1569,2024-06-06,1,5,USR_0270,Enterprise PMs,Dream,-0.35,1,
1570,2025-02-02,4,14,USR_0219,SMB PMs,Pain,0.61,1,
1571,2024-07-19,5,11,USR_0076,Startup PMs,Pain,0.22,4,
1572,2025-12-31,4,10,USR_0088,SMB PMs,Phrase,-0.5,1,not psychic
1573,2024-03-13,3,16,USR_0126,SMB PMs,Phrase,0.17,3,
1574,2024-01-30,2,5,USR_0491,SMB PMs,Dream,-0.61,9,
1575,2024-05-02,5,15,USR_0491,SMB PMs,Pain,0.44,5,slow down to speed up
1576,2024-07-28,3,10,USR_0218,Startup PMs,Phrase,-0.54,9,CEO without power
1577,2025-05-17,3,15,USR_0257,Mid-market PMs,Pain,0.87,2,sandbagging gatekeepers
1578,2025-07-23,1,17,USR_0025,SMB PMs,Dream,0.74,1,
1579,2025-02-14,4,15,USR_0241,Mid-market PMs,Phrase,0.42,1,not psychic
1580,2025-10-08,1,5,USR_0007,Enterprise PMs,Dream,-0.26,1,
1581,2024-09-27,5,8,USR_0144,Enterprise PMs,Phrase,-0.35,1,
1582,2024-09-17,4,12,USR_0012,Mid-market PMs,Pain,0.76,1,
1583,2025-05-19,5,4,USR_0218,Startup PMs,Pain,-0.24,12,
1584,2025-04-05,4,3,USR_0471,Enterprise PMs,Pain,-0.39,1,
1585,2024-01-15,2,10,USR_0344,SMB PMs,Phrase,-0.58,6,
1586,2025-10-27,1,3,USR_0498,Enterprise PMs,Phrase,-0.48,17,
1587,2024-02-22,2,5,USR_0467,Enterprise PMs,Pain,-0.05,2,
1588,2025-05-27,4,11,USR_0074,Startup PMs,Dream,1.0,12,
1589,2024-04-08,4,18,USR_0175,SMB PMs,Pain,0.76,1,
1590,2025-02-17,4,1,USR_0457,Enterprise PMs,Pain,0.08,3,slow down to speed up
1591,2025-07-07,5,4,USR_0152,Enterprise PMs,Pain,-0.87,11,
1592,2025-05-26,3,10,USR_0093,Startup PMs,Phrase,-0.59,3,
1593,2025-09-28,3,12,USR_0165,Enterprise PMs,Phrase,0.77,1,
1594,2025-01-15,1,5,USR_0136,Enterprise PMs,Pain,-0.33,1,
1595,2024-12-14,4,6,USR_0216,Enterprise PMs,Dream,-0.27,5,
1596,2025-04-29,1,9,USR_0420,Startup PMs,Pain,-0.07,1,
1597,2024-01-25,1,14,USR_0143,SMB PMs,Phrase,0.79,1,
1598,2024-03-16,2,1,USR_0148,SMB PMs,Dream,-0.73,4,sandbagging gatekeepers
1599,2024-04-14,2,1,USR_0390,Startup PMs,Dream,-0.05,3,
1600,2024-12-16,1,4,USR_0403,SMB PMs,Phrase,-0.23,2,
1601,2024-08-06,5,2,USR_0129,Enterprise PMs,Phrase,-0.5,1,sandbagging gatekeepers
1602,2024-03-20,4,16,USR_0420,Startup PMs,Pain,0.47,1,
1603,2024-10-15,4,17,USR_0180,Enterprise PMs,Phrase,0.4,1,
1604,2025-08-18,3,9,USR_0464,SMB PMs,Dream,-0.68,2,
1605,2025-04-23,5,7,USR_0140,Mid-market PMs,Pain,-0.39,1,boulder uphill
1606,2024-08-24,5,11,USR_0280,Startup PMs,Pain,0.43,2,
1607,2024-09-24,3,10,USR_0408,Enterprise PMs,Pain,-0.66,5,
1608,2025-10-16,4,17,USR_0230,SMB PMs,Pain,1.0,1,
1609,2025-04-02,1,15,USR_0085,Enterprise PMs,Phrase,0.52,1,
1610,2024-07-21,2,11,USR_0248,Mid-market PMs,Phrase,0.54,1,C suite idiots
1611,2024-08-07,2,17,USR_0041,Enterprise PMs,Phrase,1.0,4,
1612,2025-06-14,2,2,USR_0206,Enterprise PMs,Phrase,-0.54,2,
1613,2024-07-08,4,5,USR_0255,Enterprise PMs,Pain,-0.52,2,sandbagging gatekeepers
1614,2025-06-01,1,1,USR_0205,SMB PMs,Dream,0.05,4,impacting users lives
1615,2025-11-06,4,2,USR_0231,Startup PMs,Dream,-0.62,7,not psychic
1616,2024-04-28,5,16,USR_0106,Enterprise PMs,Phrase,0.81,1,sandbagging gatekeepers
1617,2025-12-05,3,5,USR_0060,Enterprise PMs,Pain,-0.32,6,
1618,2024-06-15,4,3,USR_0416,SMB PMs,Dream,0.08,6,
1619,2024-03-06,5,4,USR_0476,Mid-market PMs,Phrase,-0.51,4,
1620,2024-08-29,2,1,USR_0279,Startup PMs,Dream,-0.26,1,
1621,2024-05-27,1,1,USR_0105,Mid-market PMs,Pain,-0.39,9,
1622,2025-03-22,1,13,USR_0432,Startup PMs,Pain,0.63,11,
1623,2024-09-13,1,4,USR_0361,Enterprise PMs,Phrase,-0.58,1,
1624,2025-12-09,5,6,USR_0470,Mid-market PMs,Dream,-0.95,1,slow down to speed up
1625,2025-03-20,4,16,USR_0382,Startup PMs,Dream,0.46,7,impacting users lives
1626,2025-05-12,5,12,USR_0256,SMB PMs,Phrase,0.26,5,
1627,2024-08-12,5,16,USR_0103,Enterprise PMs,Dream,0.06,20,sandbagging gatekeepers
1628,2025-03-20,2,4,USR_0084,Enterprise PMs,Phrase,-0.04,4,
1629,2025-09-04,4,8,USR_0472,Mid-market PMs,Phrase,-0.4,1,
1630,2024-05-08,5,7,USR_0137,SMB PMs,Pain,-0.02,4,slow down to speed up
1631,2024-04-19,1,6,USR_0067,Enterprise PMs,Dream,-0.21,2,not psychic
1632,2024-06-15,3,7,USR_0223,Enterprise PMs,Dream,-0.5,1,
1633,2025-12-17,5,1,USR_0148,SMB PMs,Dream,-0.27,3,
1634,2024-01-27,3,13,USR_0042,SMB PMs,Pain,1.0,1,slow down to speed up
1635,2025-04-19,2,12,USR_0194,SMB PMs,Pain,0.5,6,slow down to speed up
1636,2025-06-11,5,10,USR_0160,Startup PMs,Phrase,-0.67,1,sandbagging gatekeepers
1637,2025-12-21,1,15,USR_0121,Startup PMs,Dream,0.8,2,boulder uphill
1638,2024-05-07,5,16,USR_0484,SMB PMs,Pain,0.43,1,
1639,2024-12-19,3,5,USR_0205,SMB PMs,Pain,-0.13,1,impacting users lives
1640,2025-11-20,3,14,USR_0295,Enterprise PMs,Pain,0.81,7,
1641,2025-04-05,4,14,USR_0363,SMB PMs,Pain,0.67,2,
1642,2024-03-29,5,5,USR_0357,Enterprise PMs,Pain,-0.56,1,
1643,2024-07-27,1,16,USR_0433,SMB PMs,Pain,0.61,1,not psychic
1644,2025-08-07,3,6,USR_0355,Enterprise PMs,Pain,0.02,1,
1645,2025-03-07,3,12,USR_0067,Enterprise PMs,Pain,0.74,3,C suite idiots
1646,2024-07-21,3,1,USR_0080,Enterprise PMs,Pain,0.12,7,sandbagging gatekeepers
1647,2024-11-26,2,1,USR_0172,Enterprise PMs,Dream,-0.55,6,
1648,2024-07-01,5,11,USR_0187,Startup PMs,Pain,0.81,2,impacting users lives
1649,2025-09-01,3,11,USR_0442,Mid-market PMs,Pain,0.56,1,slow down to speed up
1650,2025-02-27,2,18,USR_0398,SMB PMs,Pain,0.7,2,
1651,2025-08-09,1,7,USR_0342,SMB PMs,Dream,-0.44,1,sandbagging gatekeepers
1652,2024-12-04,4,15,USR_0057,Enterprise PMs,Pain,0.55,1,
1653,2024-12-07,4,14,USR_0195,Enterprise PMs,Dream,0.79,1,
1654,2025-08-04,3,16,USR_0489,Mid-market PMs,Phrase,0.21,1,sandbagging gatekeepers
1655,2024-04-23,2,6,USR_0391,Mid-market PMs,Phrase,-0.34,4,
1656,2025-07-16,2,9,USR_0328,SMB PMs,Phrase,-0.37,4,
1657,2025-05-18,1,17,USR_0328,SMB PMs,Dream,0.46,10,
1658,2025-06-01,1,5,USR_0061,Enterprise PMs,Dream,-0.55,2,
1659,2024-03-13,4,17,USR_0096,SMB PMs,Dream,0.19,1,
1660,2024-08-24,5,9,USR_0215,Startup PMs,Dream,-0.42,8,
1661,2024-09-01,2,14,USR_0246,Mid-market PMs,Dream,0.76,4,
1662,2024-06-20,2,7,USR_0343,Enterprise PMs,Pain,-0.2,6,sandbagging gatekeepers
1663,2024-08-05,2,17,USR_0051,Mid-market PMs,Dream,0.42,2,
1664,2025-07-15,5,1,USR_0275,SMB PMs,Dream,-0.52,1,not psychic
1665,2025-08-16,5,12,USR_0495,SMB PMs,Pain,0.5,1,
1666,2024-10-13,1,13,USR_0489,Mid-market PMs,Pain,0.28,4,
1667,2024-01-03,2,5,USR_0445,Startup PMs,Dream,-0.84,3,
1668,2024-11-05,5,6,USR_0084,Enterprise PMs,Pain,-0.31,4,impacting users lives
1669,2024-03-01,3,2,USR_0413,Mid-market PMs,Phrase,-0.17,5,
1670,2025-12-18,2,3,USR_0382,Startup PMs,Phrase,-0.14,4,C suite idiots
1671,2025-08-06,4,5,USR_0161,Enterprise PMs,Pain,-0.17,4,
1672,2024-10-01,2,10,USR_0222,SMB PMs,Phrase,-0.58,1,
1673,2024-05-26,5,8,USR_0134,Enterprise PMs,Phrase,0.16,1,
1674,2025-11-10,1,8,USR_0087,Startup PMs,Dream,-0.38,7,CEO without power
1675,2025-03-26,3,13,USR_0357,Enterprise PMs,Dream,0.77,1,CEO without power
1676,2024-10-31,5,10,USR_0117,Startup PMs,Phrase,-0.68,1,sandbagging gatekeepers
1677,2024-02-03,3,3,USR_0347,SMB PMs,Pain,-0.27,2,
1678,2024-03-04,4,8,USR_0419,Startup PMs,Pain,-0.83,8,sandbagging gatekeepers
1679,2025-12-17,5,1,USR_0171,Startup PMs,Phrase,-0.31,6,
1680,2025-09-14,1,1,USR_0416,SMB PMs,Dream,-0.33,5,
1681,2025-08-02,1,16,USR_0343,Enterprise PMs,Pain,0.75,1,
1682,2024-02-23,1,4,USR_0086,Enterprise PMs,Pain,0.03,4,
1683,2025-06-13,5,2,USR_0377,Startup PMs,Phrase,-0.59,3,slow down to speed up
1684,2024-12-25,5,10,USR_0461,Enterprise PMs,Dream,-0.51,5,not psychic
1685,2025-06-30,4,5,USR_0167,Enterprise PMs,Phrase,-0.65,7,
1686,2024-10-05,3,13,USR_0210,Enterprise PMs,Dream,1.0,3,
1687,2024-03-25,4,14,USR_0037,Enterprise PMs,Dream,0.42,1,
1688,2024-05-28,2,10,USR_0132,Enterprise PMs,Dream,-0.55,1,impacting users lives
1689,2025-11-14,4,6,USR_0071,Startup PMs,Pain,-0.5,1,
1690,2025-02-17,3,18,USR_0016,Enterprise PMs,Pain,1.0,7,
1691,2024-12-24,3,5,USR_0205,SMB PMs,Pain,-0.35,11,
1692,2025-03-10,2,10,USR_0133,Enterprise PMs,Pain,-0.57,3,
1693,2024-07-19,5,14,USR_0214,Enterprise PMs,Pain,0.84,5,not psychic
1694,2025-01-07,1,16,USR_0208,Startup PMs,Phrase,0.52,4,
1695,2024-05-27,2,16,USR_0256,SMB PMs,Phrase,0.55,2,
1696,2025-06-19,3,15,USR_0258,Startup PMs,Phrase,0.47,1,not psychic
1697,2024-07-23,4,12,USR_0300,Enterprise PMs,Dream,0.36,1,
1698,2024-11-06,1,18,USR_0482,Startup PMs,Dream,0.45,6,
1699,2024-11-23,5,15,USR_0310,Enterprise PMs,Pain,0.75,15,
1700,2025-11-17,5,12,USR_0158,Startup PMs,Dream,0.62,5,
1701,2024-08-16,4,6,USR_0306,Mid-market PMs,Phrase,-0.45,1,
1702,2025-01-28,4,8,USR_0181,Enterprise PMs,Dream,-0.85,4,
1703,2024-05-03,1,16,USR_0290,SMB PMs,Dream,0.69,1,
1704,2025-01-19,4,10,USR_0435,Enterprise PMs,Dream,-0.47,1,
1705,2025-04-08,2,6,USR_0429,Enterprise PMs,Dream,-0.43,4,C suite idiots
1706,2025-10-07,5,4,USR_0245,Enterprise PMs,Dream,-0.45,1,
1707,2024-08-14,3,10,USR_0189,SMB PMs,Dream,-0.46,14,boulder uphill
1708,2024-10-23,3,15,USR_0178,Enterprise PMs,Pain,0.63,9,
1709,2024-05-16,4,1,USR_0155,Mid-market PMs,Phrase,-0.24,1,slow down to speed up
1710,2024-08-05,4,9,USR_0233,SMB PMs,Pain,-0.57,14,
1711,2025-05-03,5,3,USR_0182,Enterprise PMs,Phrase,-0.46,2,
1712,2024-11-14,1,9,USR_0089,Mid-market PMs,Dream,-0.45,9,
1713,2024-01-19,2,16,USR_0171,Startup PMs,Dream,0.92,2,sandbagging gatekeepers
1714,2024-12-30,5,15,USR_0493,Enterprise PMs,Dream,0.37,1,
1715,2025-06-26,5,11,USR_0220,Startup PMs,Phrase,0.51,8,
1716,2025-12-30,2,12,USR_0296,SMB PMs,Dream,0.75,1,
1717,2025-02-11,2,5,USR_0446,Mid-market PMs,Pain,-0.1,3,
1718,2025-05-10,1,6,USR_0435,Enterprise PMs,Pain,-0.48,5,
1719,2024-05-11,5,2,USR_0131,SMB PMs,Dream,-0.85,1,boulder uphill
1720,2025-04-16,4,5,USR_0388,Enterprise PMs,Pain,-0.3,2,CEO without power
1721,2024-07-29,2,7,USR_0220,Startup PMs,Dream,-0.3,2,
1722,2024-06-25,5,16,USR_0384,Mid-market PMs,Pain,0.7,1,
1723,2025-11-24,4,11,USR_0495,SMB PMs,Pain,0.56,1,
1724,2024-07-09,3,7,USR_0373,Enterprise PMs,Phrase,-0.47,4,
1725,2025-09-24,3,18,USR_0074,Startup PMs,Pain,0.42,1,sandbagging gatekeepers
1726,2024-07-29,2,17,USR_0195,Enterprise PMs,Dream,0.72,1,not psychic
1727,2025-02-27,1,8,USR_0472,Mid-market PMs,Pain,-0.49,2,
1728,2024-04-23,4,16,USR_0033,Enterprise PMs,Dream,1.0,1,
1729,2025-06-14,1,8,USR_0332,Startup PMs,Phrase,-0.64,3,
1730,2025-06-16,1,7,USR_0208,Startup PMs,Dream,-0.59,10,sandbagging gatekeepers
1731,2025-10-15,1,10,USR_0074,Startup PMs,Phrase,-0.42,3,C suite idiots
1732,2025-06-09,3,13,USR_0242,Mid-market PMs,Phrase,0.54,2,
1733,2025-10-11,1,17,USR_0332,Startup PMs,Phrase,0.69,1,
1734,2024-02-20,2,14,USR_0116,Mid-market PMs,Pain,0.57,5,sandbagging gatekeepers
1735,2025-03-27,3,15,USR_0314,Mid-market PMs,Dream,0.75,1,sandbagging gatekeepers
1736,2025-02-25,3,17,USR_0227,Mid-market PMs,Phrase,0.59,1,
1737,2024-09-25,4,6,USR_0075,Startup PMs,Pain,-0.58,1,
1738,2024-05-08,3,7,USR_0235,Enterprise PMs,Dream,-0.38,1,
1739,2024-03-06,4,11,USR_0435,Enterprise PMs,Phrase,0.91,2,
1740,2024-01-23,1,16,USR_0220,Startup PMs,Phrase,0.52,1,
1741,2024-01-06,5,4,USR_0463,Startup PMs,Phrase,-0.33,1,boulder uphill
1742,2024-07-29,1,9,USR_0241,Mid-market PMs,Phrase,-0.07,22,boulder uphill
1743,2025-05-22,2,10,USR_0050,Enterprise PMs,Pain,-0.42,7,impacting users lives
1744,2024-05-21,1,10,USR_0013,Startup PMs,Pain,-0.38,1,
1745,2025-08-14,2,18,USR_0155,Mid-market PMs,Pain,0.93,3,
1746,2024-11-10,5,10,USR_0455,Enterprise PMs,Pain,-0.33,1,
1747,2025-05-21,2,10,USR_0087,Startup PMs,Pain,-0.17,8,
1748,2025-02-22,3,7,USR_0114,Startup PMs,Dream,-0.82,8,
1749,2025-07-24,4,9,USR_0322,Startup PMs,Dream,-0.21,2,
1750,2024-07-07,1,17,USR_0460,Enterprise PMs,Dream,0.68,1,
1751,2024-05-26,2,12,USR_0126,SMB PMs,Pain,0.19,2,
1752,2024-10-26,5,4,USR_0384,Mid-market PMs,Dream,-0.43,20,sandbagging gatekeepers
1753,2025-01-09,4,8,USR_0028,SMB PMs,Dream,-0.21,7,CEO without power
1754,2024-01-02,1,1,USR_0223,Enterprise PMs,Dream,-0.54,3,
1755,2025-10-10,5,4,USR_0016,Enterprise PMs,Phrase,-0.23,25,
1756,2024-02-07,3,3,USR_0215,Startup PMs,Phrase,0.24,7,C suite idiots
1757,2024-07-13,3,2,USR_0418,Enterprise PMs,Phrase,0.01,20,
1758,2024-12-01,2,1,USR_0362,SMB PMs,Phrase,-0.82,21,
1759,2024-08-14,3,5,USR_0317,SMB PMs,Phrase,-0.43,3,
1760,2024-11-23,2,13,USR_0217,Enterprise PMs,Dream,0.67,1,
1761,2024-04-06,1,15,USR_0349,Enterprise PMs,Dream,0.06,1,
1762,2024-04-14,4,9,USR_0008,Mid-market PMs,Pain,-0.07,14,CEO without power
1763,2025-06-25,5,3,USR_0388,Enterprise PMs,Phrase,-0.53,1,
1764,2024-12-22,3,17,USR_0103,Enterprise PMs,Dream,1.0,5,
1765,2024-08-13,5,3,USR_0108,Startup PMs,Pain,-0.37,13,
1766,2024-12-13,1,15,USR_0141,Mid-market PMs,Pain,0.68,4,not psychic
1767,2024-05-09,5,16,USR_0246,Mid-market PMs,Phrase,0.9,3,
1768,2024-10-07,1,4,USR_0343,Enterprise PMs,Dream,-0.38,9,
1769,2025-02-24,3,2,USR_0225,Enterprise PMs,Dream,-0.32,6,sandbagging gatekeepers
1770,2024-03-24,2,13,USR_0125,Enterprise PMs,Pain,0.74,4,
1771,2025-03-28,5,1,USR_0466,Enterprise PMs,Dream,-0.58,1,
1772,2025-04-29,1,3,USR_0229,Mid-market PMs,Phrase,-0.59,1,sandbagging gatekeepers
1773,2025-07-04,3,10,USR_0203,Enterprise PMs,Phrase,-0.55,5,C suite idiots
1774,2024-08-08,3,7,USR_0184,Mid-market PMs,Pain,-0.47,4,
1775,2024-04-18,3,6,USR_0056,Mid-market PMs,Pain,0.03,2,
1776,2024-05-14,3,8,USR_0008,Mid-market PMs,Dream,-0.51,1,
1777,2025-12-02,2,14,USR_0082,SMB PMs,Phrase,0.4,1,sandbagging gatekeepers
1778,2024-01-31,5,13,USR_0102,SMB PMs,Phrase,0.79,1,
1779,2025-08-27,1,17,USR_0179,Mid-market PMs,Dream,0.34,3,
1780,2025-07-15,5,14,USR_0308,Enterprise PMs,Pain,0.45,4,
1781,2025-11-28,1,5,USR_0442,Mid-market PMs,Phrase,-0.88,1,sandbagging gatekeepers
1782,2024-03-16,5,13,USR_0369,Enterprise PMs,Phrase,0.85,1,
1783,2024-03-08,3,13,USR_0111,Enterprise PMs,Dream,0.75,1,CEO without power
1784,2024-01-19,3,3,USR_0048,SMB PMs,Phrase,-0.18,1,
1785,2025-07-21,3,1,USR_0108,Startup PMs,Dream,-0.44,8,
1786,2025-11-20,2,15,USR_0314,Mid-market PMs,Pain,0.22,3,
1787,2025-08-10,4,8,USR_0463,Startup PMs,Phrase,-0.28,1,
1788,2025-12-02,2,1,USR_0333,Enterprise PMs,Pain,-0.18,1,
1789,2025-01-27,3,17,USR_0004,SMB PMs,Dream,0.32,6,
1790,2025-02-27,4,15,USR_0334,Enterprise PMs,Pain,1.0,2,
1791,2024-04-17,1,13,USR_0038,Enterprise PMs,Phrase,1.0,1,
1792,2025-04-10,5,7,USR_0021,SMB PMs,Dream,-0.41,4,
1793,2024-07-06,5,3,USR_0374,Startup PMs,Phrase,-0.42,5,
1794,2024-06-23,2,13,USR_0086,Enterprise PMs,Pain,0.08,4,
1795,2025-06-17,1,4,USR_0314,Mid-market PMs,Dream,-0.87,9,
1796,2024-01-15,1,8,USR_0198,Mid-market PMs,Dream,-0.36,2,
1797,2025-05-10,1,2,USR_0064,Enterprise PMs,Pain,-0.23,2,
1798,2025-03-09,1,7,USR_0373,Enterprise PMs,Dream,-0.76,5,
1799,2025-05-27,4,11,USR_0432,Startup PMs,Phrase,0.09,5,boulder uphill
1800,2024-02-02,3,4,USR_0286,Enterprise PMs,Phrase,-0.75,10,
1801,2024-02-09,5,1,USR_0447,Mid-market PMs,Dream,-0.8,1,
1802,2025-03-26,4,6,USR_0329,SMB PMs,Dream,-0.29,1,
1803,2024-04-27,5,3,USR_0340,Enterprise PMs,Pain,-0.58,5,CEO without power
1804,2025-01-07,5,7,USR_0235,Enterprise PMs,Dream,-0.38,1,
1805,2025-05-20,4,5,USR_0308,Enterprise PMs,Dream,-0.15,11,boulder uphill
1806,2024-12-08,1,13,USR_0481,SMB PMs,Dream,0.04,1,boulder uphill
1807,2025-03-23,1,5,USR_0242,Mid-market PMs,Phrase,-0.76,4,
1808,2025-12-05,2,6,USR_0315,Startup PMs,Phrase,-0.07,1,
1809,2024-03-12,4,5,USR_0339,SMB PMs,Phrase,-0.22,8,C suite idiots
1810,2025-07-02,3,13,USR_0486,Mid-market PMs,Phrase,0.67,1,
1811,2024-01-23,3,10,USR_0308,Enterprise PMs,Phrase,-0.39,4,
1812,2024-05-01,4,9,USR_0099,Enterprise PMs,Pain,-0.44,1,
1813,2024-04-04,1,5,USR_0069,Enterprise PMs,Phrase,-0.61,11,
1814,2024-02-12,3,16,USR_0096,SMB PMs,Phrase,0.58,1,
1815,2025-07-24,1,11,USR_0351,SMB PMs,Dream,0.49,1,
1816,2025-04-30,3,11,USR_0306,Mid-market PMs,Phrase,0.35,6,
1817,2024-01-24,3,10,USR_0093,Startup PMs,Dream,-0.59,1,CEO without power
1818,2025-01-23,5,3,USR_0254,Enterprise PMs,Dream,-0.41,1,
1819,2024-07-09,2,9,USR_0447,Mid-market PMs,Dream,-0.12,1,C suite idiots
1820,2024-06-27,4,16,USR_0183,Mid-market PMs,Dream,-0.01,1,
1821,2025-07-09,3,12,USR_0347,SMB PMs,Phrase,0.91,1,
1822,2025-02-16,2,7,USR_0209,Enterprise PMs,Phrase,-0.51,1,
1823,2025-12-04,4,8,USR_0500,Mid-market PMs,Pain,-0.44,2,
1824,2024-08-31,5,16,USR_0453,SMB PMs,Phrase,0.44,2,
1825,2024-02-18,1,4,USR_0402,Mid-market PMs,Pain,-0.36,10,impacting users lives
1826,2025-11-04,1,10,USR_0115,SMB PMs,Phrase,-0.33,3,
1827,2024-12-08,4,2,USR_0044,Mid-market PMs,Phrase,-0.57,4,
1828,2025-07-11,3,4,USR_0459,Enterprise PMs,Dream,-0.03,8,slow down to speed up
1829,2024-08-08,5,7,USR_0428,Mid-market PMs,Dream,-0.21,5,boulder uphill
1830,2024-12-06,3,7,USR_0452,SMB PMs,Pain,-0.24,12,impacting users lives
1831,2024-02-05,3,18,USR_0018,SMB PMs,Phrase,0.95,1,impacting users lives
1832,2024-02-08,1,10,USR_0426,SMB PMs,Phrase,-0.49,5,not psychic
1833,2024-09-13,3,8,USR_0047,Enterprise PMs,Phrase,-0.22,8,
1834,2025-08-31,3,3,USR_0329,SMB PMs,Phrase,-0.04,1,
1835,2024-04-20,2,8,USR_0497,SMB PMs,Phrase,-0.36,6,
1836,2024-04-01,1,18,USR_0123,Enterprise PMs,Phrase,0.56,1,
1837,2025-11-03,3,16,USR_0446,Mid-market PMs,Pain,0.38,1,
1838,2025-06-29,2,9,USR_0270,Enterprise PMs,Pain,-0.47,7,
1839,2025-11-18,4,16,USR_0431,Enterprise PMs,Dream,0.45,3,
1840,2025-12-06,1,15,USR_0437,Enterprise PMs,Phrase,0.35,6,
1841,2024-01-15,2,15,USR_0115,SMB PMs,Phrase,0.61,2,
1842,2025-06-23,1,9,USR_0067,Enterprise PMs,Pain,0.1,2,CEO without power
1843,2025-07-29,3,12,USR_0022,Enterprise PMs,Pain,0.67,1,sandbagging gatekeepers
1844,2025-04-26,4,8,USR_0259,SMB PMs,Pain,-0.28,1,
1845,2025-06-23,1,4,USR_0051,Mid-market PMs,Dream,-0.37,9,
1846,2025-03-08,3,16,USR_0258,Startup PMs,Pain,1.0,2,
1847,2024-01-05,3,7,USR_0345,Enterprise PMs,Phrase,-0.45,2,
1848,2025-01-15,5,8,USR_0335,Enterprise PMs,Phrase,-0.53,1,
1849,2024-04-02,2,14,USR_0080,Enterprise PMs,Phrase,1.0,1,impacting users lives
1850,2024-01-21,5,18,USR_0219,SMB PMs,Phrase,0.56,6,sandbagging gatekeepers
1851,2025-08-29,5,7,USR_0048,SMB PMs,Pain,-0.29,3,not psychic
1852,2024-08-06,1,5,USR_0102,SMB PMs,Phrase,-0.26,2,boulder uphill
1853,2024-10-23,2,12,USR_0393,Enterprise PMs,Dream,0.77,2,
1854,2024-02-01,1,12,USR_0480,SMB PMs,Phrase,0.47,1,
1855,2025-09-16,5,14,USR_0158,Startup PMs,Pain,0.46,1,
1856,2025-06-10,2,16,USR_0270,Enterprise PMs,Pain,0.91,6,C suite idiots
1857,2025-06-20,1,14,USR_0410,Enterprise PMs,Pain,0.4,1,
1858,2024-03-17,5,12,USR_0390,Startup PMs,Dream,0.76,1,
