EventID,Date,UserID,Feature,EventType,ChurnFlag
890,2025-07-25,USR_0462,Analytics Dashboard,Churn,1
891,2025-04-26,USR_0339,Analytics Dashboard,Adopt,0
892,2025-01-27,USR_0362,Roadmap Planner,Adopt,1
893,2025-10-17,USR_0214,Stakeholder Tool,Churn,1
894,2024-12-12,USR_0134,Stakeholder Tool,Churn,0
895,2024-06-27,USR_0416,Stakeholder Tool,Adopt,0
896,2025-06-21,USR_0336,Roadmap Planner,Churn,1
897,2025-11-02,USR_0088,Meeting Optimizer,Adopt,0
898,2024-11-13,USR_0020,Analytics Dashboard,Churn,1
899,2024-10-10,USR_0426,Stakeholder Tool,Adopt,0
900,2024-02-11,USR_0330,Analytics Dashboard,Adopt,0
901,2024-09-13,USR_0245,Analytics Dashboard,Adopt,0
902,2024-04-14,USR_0281,Roadmap Planner,Adopt,0
903,2024-01-19,USR_0176,Meeting Optimizer,Churn,1
904,2025-12-08,USR_0238,Roadmap Planner,Churn,0
905,2024-06-12,USR_0090,Stakeholder Tool,Churn,1
906,2025-03-28,USR_0403,Analytics Dashboard,Churn,1
907,2024-12-17,USR_0472,Analytics Dashboard,Adopt,0
908,2024-10-23,USR_0216,Meeting Optimizer,Adopt,1
909,2025-10-28,USR_0139,Roadmap Planner,Churn,0
910,2024-08-19,USR_0441,Meeting Optimizer,Churn,0
911,2025-01-18,USR_0363,Stakeholder Tool,Churn,0
912,2024-02-09,USR_0078,Roadmap Planner,Churn,0
913,2025-11-07,USR_0337,Roadmap Planner,Adopt,0
914,2024-06-13,USR_0056,Stakeholder Tool,Adopt,0
915,2024-10-01,USR_0285,Roadmap Planner,Adopt,0
916,2025-12-22,USR_0274,Stakeholder Tool,Adopt,1
917,2025-01-18,USR_0104,Meeting Optimizer,Churn,1
918,2025-10-31,USR_0023,Meeting Optimizer,Adopt,0
919,2024-06-14,USR_0174,Meeting Optimizer,Adopt,1
920,2025-11-28,USR_0256,Stakeholder Tool,Adopt,0
921,2025-03-27,USR_0101,Stakeholder Tool,Adopt,0
922,2025-12-22,USR_0223,Stakeholder Tool,Adopt,0
923,2025-06-16,USR_0306,Meeting Optimizer,Adopt,1
924,2025-07-15,USR_0311,Roadmap Planner,Churn,0
925,2024-08-22,USR_0477,Stakeholder Tool,Churn,0
926,2025-07-07,USR_0070,Analytics Dashboard,Adopt,0
927,2024-09-12,USR_0007,Stakeholder Tool,Adopt,0
928,2024-03-24,USR_0355,Analytics Dashboard,Churn,0
929,2024-01-26,USR_0487,Stakeholder Tool,Adopt,1
930,2024-02-09,USR_0137,Stakeholder Tool,Adopt,0
931,2025-03-03,USR_0239,Stakeholder Tool,Adopt,0
932,2024-01-03,USR_0155,Meeting Optimizer,Adopt,1
933,2025-10-13,USR_0186,Analytics Dashboard,Adopt,0
934,2024-10-03,USR_0331,Stakeholder Tool,Churn,1
935,2024-03-15,USR_0469,Stakeholder Tool,Churn,0
936,2025-01-21,USR_0050,Analytics Dashboard,Churn,0
937,2024-10-16,USR_0338,Roadmap Planner,Adopt,0
938,2025-09-23,USR_0288,Analytics Dashboard,Adopt,0
939,2024-10-27,USR_0303,Stakeholder Tool,Adopt,1
940,2024-08-12,USR_0118,Stakeholder Tool,Adopt,0
941,2024-08-09,USR_0184,Roadmap Planner,Adopt,0
942,2025-07-04,USR_0003,Analytics Dashboard,Adopt,0
943,2025-01-05,USR_0304,Analytics Dashboard,Churn,0
944,2025-09-29,USR_0214,Stakeholder Tool,Churn,0
945,2024-09-12,USR_0228,Stakeholder Tool,Adopt,0
946,2025-08-10,USR_0361,Analytics Dashboard,Adopt,0
947,2024-05-25,USR_0460,Roadmap Planner,Churn,0
948,2025-01-03,USR_0286,Meeting Optimizer,Adopt,0
949,2024-05-13,USR_0487,Analytics Dashboard,Adopt,1
950,2024-07-30,USR_0321,Meeting Optimizer,Adopt,0
951,2024-05-06,USR_0044,Stakeholder Tool,Churn,1
952,2025-09-04,USR_0458,Analytics Dashboard,Churn,0
953,2025-01-23,USR_0190,Meeting Optimizer,Churn,1
954,2025-01-23,USR_0354,Analytics Dashboard,Adopt,0
955,2024-10-24,USR_0498,Meeting Optimizer,Adopt,1
956,2025-04-14,USR_0461,Stakeholder Tool,Churn,0
957,2024-03-08,USR_0077,Analytics Dashboard,Churn,1
958,2024-04-04,USR_0366,Meeting Optimizer,Churn,0
959,2025-10-09,USR_0402,Roadmap Planner,Adopt,1
960,2025-09-22,USR_0231,Meeting Optimizer,Adopt,0
961,2025-03-21,USR_0474,Analytics Dashboard,Adopt,0
962,2025-08-07,USR_0239,Meeting Optimizer,Adopt,0
963,2025-12-21,USR_0140,Roadmap Planner,Adopt,0
964,2025-06-12,USR_0358,Analytics Dashboard,Churn,0
965,2024-12-07,USR_0090,Analytics Dashboard,Churn,0
966,2025-09-28,USR_0381,Analytics Dashboard,Churn,0
967,2024-09-06,USR_0238,Analytics Dashboard,Adopt,0
968,2024-01-09,USR_0395,Stakeholder Tool,Adopt,0
969,2024-10-26,USR_0241,Roadmap Planner,Adopt,0
970,2024-08-30,USR_0103,Analytics Dashboard,Adopt,0
971,2025-01-25,USR_0010,Stakeholder Tool,Adopt,0
972,2024-10-27,USR_0084,Analytics Dashboard,Adopt,0
973,2024-01-23,USR_0242,Analytics Dashboard,Adopt,0
974,2025-11-15,USR_0106,Analytics Dashboard,Adopt,0
975,2024-08-23,USR_0276,Analytics Dashboard,Adopt,1
976,2025-03-01,USR_0481,Meeting Optimizer,Adopt,0
977,2025-03-05,USR_0277,Roadmap Planner,Adopt,0
978,2025-04-09,USR_0327,Stakeholder Tool,Adopt,1
979,2024-10-16,USR_0292,Roadmap Planner,Adopt,1
980,2025-11-02,USR_0114,Analytics Dashboard,Adopt,1
981,2024-12-23,USR_0270,Stakeholder Tool,Churn,0
982,2025-04-29,USR_0393,Roadmap Planner,Adopt,0
983,2024-04-12,USR_0183,Meeting Optimizer,Churn,1
984,2025-03-02,USR_0059,Stakeholder Tool,Adopt,0
985,2024-08-18,USR_0420,Analytics Dashboard,Adopt,1
986,2025-07-25,USR_0391,Meeting Optimizer,Churn,0
987,2025-01-07,USR_0262,Analytics Dashboard,Adopt,0
988,2025-08-08,USR_0134,Stakeholder Tool,Adopt,1
989,2025-05-11,USR_0292,Analytics Dashboard,Churn,1
990,2024-03-31,USR_0122,Analytics Dashboard,Adopt,0
991,2025-11-07,USR_0377,Meeting Optimizer,Adopt,0
992,2024-08-27,USR_0484,Meeting Optimizer,Adopt,0
993,2024-12-14,USR_0158,Stakeholder Tool,Adopt,0
994,2025-06-09,USR_0251,Roadmap Planner,Churn,0
995,2025-06-27,USR_0244,Stakeholder Tool,Adopt,1
996,2025-11-10,USR_0145,Stakeholder Tool,Churn,1
997,2025-05-18,USR_0248,Analytics Dashboard,Adopt,0
998,2025-04-06,USR_0293,Meeting Optimizer,Adopt,0
999,2024-04-18,USR_0316,Stakeholder Tool,Churn,1
1000,2024-03-18,USR_0321,Roadmap Planner,Adopt,0
1001,2025-12-21,USR_0031,Stakeholder Tool,Adopt,0
1002,2024-01-12,USR_0067,Analytics Dashboard,Churn,1
1003,2025-01-01,USR_0391,Roadmap Planner,Adopt,1
1004,2025-11-04,USR_0406,Roadmap Planner,Churn,0
1005,2024-04-20,USR_0177,Roadmap Planner,Adopt,0
1006,2024-02-24,USR_0148,Meeting Optimizer,Churn,0
1007,2024-12-26,USR_0110,Meeting Optimizer,Churn,1
1008,2024-10-18,USR_0184,Roadmap Planner,Adopt,0
1009,2024-07-18,USR_0312,Stakeholder Tool,Churn,0
1010,2025-10-10,USR_0027,Meeting Optimizer,Adopt,0
1011,2025-03-06,USR_0413,Meeting Optimizer,Churn,1
1012,2025-07-03,USR_0374,Stakeholder Tool,Churn,0
1013,2024-04-11,USR_0159,Roadmap Planner,Adopt,0
1014,2025-12-28,USR_0056,Roadmap Planner,Adopt,0
1015,2024-03-16,USR_0479,Analytics Dashboard,Churn,1
1016,2024-01-21,USR_0464,Analytics Dashboard,Churn,0
1017,2025-11-18,USR_0311,Stakeholder Tool,Adopt,1
1018,2024-10-13,USR_0087,Meeting Optimizer,Adopt,1
1019,2025-08-19,USR_0181,Meeting Optimizer,Adopt,0
1020,2024-03-06,USR_0413,Roadmap Planner,Adopt,0
1021,2024-11-13,USR_0022,Meeting Optimizer,Adopt,1
1022,2025-04-10,USR_0125,Stakeholder Tool,Churn,1
1023,2024-02-29,USR_0100,Analytics Dashboard,Adopt,0
1024,2025-07-28,USR_0006,Roadmap Planner,Churn,1
1025,2025-08-28,USR_0263,Stakeholder Tool,Adopt,1
1026,2025-09-29,USR_0139,Analytics Dashboard,Churn,0
1027,2024-05-15,USR_0197,Analytics Dashboard,Churn,0
1028,2025-10-16,USR_0339,Stakeholder Tool,Churn,1
1029,2025-08-08,USR_0381,Analytics Dashboard,Adopt,0
1030,2025-12-08,USR_0089,Analytics Dashboard,Churn,1
1031,2025-12-07,USR_0282,Roadmap Planner,Adopt,0
1032,2025-11-05,USR_0451,Meeting Optimizer,Adopt,0
1033,2025-12-31,USR_0140,Stakeholder Tool,Churn,1
1034,2024-05-27,USR_0083,Roadmap Planner,Churn,0
1035,2024-10-31,USR_0464,Meeting Optimizer,Churn,1
1036,2025-02-16,USR_0036,Analytics Dashboard,Churn,1
1037,2025-11-02,USR_0454,Analytics Dashboard,Adopt,0
1038,2025-10-07,USR_0355,Roadmap Planner,Adopt,1
1039,2025-03-18,USR_0231,Analytics Dashboard,Churn,0
1040,2025-06-11,USR_0429,Meeting Optimizer,Churn,0
1041,2025-02-05,USR_0078,Stakeholder Tool,Adopt,0
1042,2024-03-19,USR_0029,Meeting Optimizer,Adopt,0
1043,2024-06-23,USR_0147,Analytics Dashboard,Adopt,1
1044,2024-11-17,USR_0281,Meeting Optimizer,Adopt,1
1045,2024-12-05,USR_0026,Analytics Dashboard,Adopt,1
1046,2024-02-29,USR_0394,Analytics Dashboard,Adopt,0
1047,2025-04-11,USR_0153,Roadmap Planner,Adopt,0
1048,2024-08-19,USR_0495,Roadmap Planner,Adopt,1
1049,2025-11-15,USR_0401,Analytics Dashboard,Churn,0
1050,2024-05-02,USR_0059,Analytics Dashboard,Adopt,0
1051,2024-11-09,USR_0357,Meeting Optimizer,Adopt,1
1052,2024-10-12,USR_0276,Stakeholder Tool,Adopt,0
1053,2025-01-26,USR_0473,Meeting Optimizer,Churn,0
1054,2025-09-23,USR_0377,Meeting Optimizer,Adopt,1
1055,2025-04-28,USR_0467,Analytics Dashboard,Adopt,0
1056,2024-08-04,USR_0116,Roadmap Planner,Churn,0
1057,2025-05-21,USR_0095,Analytics Dashboard,Adopt,0
1058,2025-06-07,USR_0146,Meeting Optimizer,Churn,0
1059,2024-09-21,USR_0287,Meeting Optimizer,Churn,1
1060,2024-12-12,USR_0289,Analytics Dashboard,Adopt,0
1061,2024-03-04,USR_0017,Analytics Dashboard,Churn,1
1062,2025-03-23,USR_0151,Analytics Dashboard,Adopt,0
1063,2024-10-04,USR_0270,Meeting Optimizer,Churn,0
1064,2024-01-17,USR_0254,Meeting Optimizer,Adopt,0
1065,2025-07-05,USR_0140,Analytics Dashboard,Adopt,0
1066,2024-06-26,USR_0309,Stakeholder Tool,Adopt,1
1067,2024-09-28,USR_0452,Roadmap Planner,Adopt,0
1068,2024-12-22,USR_0346,Stakeholder Tool,Churn,0
1069,2025-01-28,USR_0200,Meeting Optimizer,Adopt,1
1070,2025-08-12,USR_0080,Stakeholder Tool,Adopt,0
1071,2024-04-24,USR_0206,Roadmap Planner,Adopt,1
1072,2025-06-07,USR_0074,Meeting Optimizer,Adopt,0
1073,2024-05-29,USR_0270,Stakeholder Tool,Adopt,0
1074,2024-11-22,USR_0490,Stakeholder Tool,Adopt,1
1075,2024-12-28,USR_0117,Roadmap Planner,Adopt,0
1076,2024-08-24,USR_0424,Stakeholder Tool,Churn,0
1077,2024-01-27,USR_0009,Roadmap Planner,Adopt,0
1078,2025-02-02,USR_0254,Roadmap Planner,Adopt,0
1079,2025-09-24,USR_0026,Analytics Dashboard,Adopt,0
1080,2025-07-23,USR_0123,Stakeholder Tool,Adopt,0
1081,2024-03-12,USR_0388,Stakeholder Tool,Churn,0
1082,2024-11-26,USR_0376,Analytics Dashboard,Adopt,1
1083,2024-09-09,USR_0197,Roadmap Planner,Churn,0
1084,2024-04-15,USR_0022,Roadmap Planner,Adopt,0
1085,2025-03-27,USR_0340,Roadmap Planner,Adopt,0
1086,2025-07-19,USR_0436,Meeting Optimizer,Adopt,1
1087,2025-12-07,USR_0154,Stakeholder Tool,Adopt,0
1088,2025-02-23,USR_0062,Roadmap Planner,Adopt,0
1089,2025-01-23,USR_0399,Stakeholder Tool,Churn,0
1090,2024-12-08,USR_0338,Roadmap Planner,Adopt,0
1091,2024-04-19,USR_0438,Meeting Optimizer,Churn,1
1092,2025-11-20,USR_0376,Analytics Dashboard,Churn,1
1093,2024-01-30,USR_0329,Meeting Optimizer,Churn,1
1094,2025-05-26,USR_0303,Stakeholder Tool,Churn,0
1095,2025-05-22,USR_0034,Analytics Dashboard,Churn,0
1096,2025-03-22,USR_0073,Roadmap Planner,Adopt,1
1097,2025-03-24,USR_0102,Roadmap Planner,Churn,0
1098,2024-03-07,USR_0467,Meeting Optimizer,Adopt,0
1099,2024-10-02,USR_0006,Stakeholder Tool,Adopt,1
1100,2024-08-04,USR_0434,Meeting Optimizer,Adopt,1
1101,2024-02-04,USR_0119,Meeting Optimizer,Adopt,0
1102,2024-05-28,USR_0026,Roadmap Planner,Adopt,0
1103,2024-01-09,USR_0422,Stakeholder Tool,Adopt,0
1104,2025-04-29,USR_0124,Analytics Dashboard,Churn,1
1105,2025-01-14,USR_0088,Analytics Dashboard,Adopt,0
1106,2025-11-24,USR_0175,Analytics Dashboard,Adopt,1
1107,2024-09-09,USR_0340,Stakeholder Tool,Adopt,0
1108,2024-10-08,USR_0096,Analytics Dashboard,Adopt,0
1109,2025-06-19,USR_0252,Meeting Optimizer,Adopt,0
1110,2025-08-03,USR_0227,Roadmap Planner,Churn,1
1111,2024-06-27,USR_0463,Analytics Dashboard,Adopt,0
1112,2024-07-30,USR_0177,Meeting Optimizer,Adopt,0
1113,2025-01-17,USR_0121,Stakeholder Tool,Churn,0
1114,2025-07-09,USR_0078,Meeting Optimizer,Adopt,0
1115,2024-08-17,USR_0397,Stakeholder Tool,Adopt,1
1116,2025-02-01,USR_0319,Roadmap Planner,Adopt,0
1117,2024-06-17,USR_0429,Roadmap Planner,Adopt,0
1118,2024-03-18,USR_0098,Stakeholder Tool,Churn,0
1119,2025-03-16,USR_0333,Stakeholder Tool,Churn,0
1120,2024-08-07,USR_0342,Analytics Dashboard,Churn,0
1121,2024-01-12,USR_0113,Meeting Optimizer,Adopt,0
1122,2025-08-02,USR_0389,Roadmap Planner,Churn,0
1123,2024-10-28,USR_0374,Stakeholder Tool,Churn,0
1124,2025-12-17,USR_0332,Stakeholder Tool,Adopt,1
1125,2025-03-10,USR_0359,Meeting Optimizer,Adopt,1
1126,2025-11-12,USR_0172,Stakeholder Tool,Adopt,1
1127,2025-09-01,USR_0404,Analytics Dashboard,Adopt,0
1128,2024-08-25,USR_0067,Stakeholder Tool,Churn,0
1129,2025-08-06,USR_0059,Roadmap Planner,Adopt,1
1130,2024-08-02,USR_0469,Analytics Dashboard,Adopt,0
1131,2024-06-06,USR_0270,Stakeholder Tool,Adopt,0
1132,2025-02-02,USR_0219,Roadmap Planner,Adopt,0
1133,2024-07-19,USR_0076,Meeting Optimizer,Churn,0
1134,2025-12-31,USR_0088,Roadmap Planner,Churn,0
1135,2024-03-13,USR_0126,Roadmap Planner,Churn,0
1136,2024-01-30,USR_0491,Roadmap Planner,Adopt,1
1137,2024-05-02,USR_0491,Stakeholder Tool,Adopt,1
1138,2024-07-28,USR_0218,Meeting Optimizer,Adopt,1
1139,2025-07-23,USR_0025,Roadmap Planner,Adopt,1
1140,2025-10-08,USR_0007,Analytics Dashboard,Churn,0
1141,2024-09-17,USR_0012,Meeting Optimizer,Churn,0
1142,2025-05-19,USR_0218,Stakeholder Tool,Churn,1
1143,2025-04-05,USR_0471,Stakeholder Tool,Adopt,0
1144,2024-02-22,USR_0467,Analytics Dashboard,Adopt,0
1145,2024-04-08,USR_0175,Meeting Optimizer,Adopt,0
1146,2025-02-17,USR_0457,Analytics Dashboard,Churn,1
1147,2025-05-26,USR_0093,Analytics Dashboard,Adopt,1
1148,2025-09-28,USR_0165,Stakeholder Tool,Adopt,0
1149,2025-01-15,USR_0136,Stakeholder Tool,Churn,0
1150,2025-04-29,USR_0420,Analytics Dashboard,Adopt,0
1151,2024-01-25,USR_0143,Roadmap Planner,Churn,1
1152,2024-04-14,USR_0390,Analytics Dashboard,Churn,1
1153,2024-12-16,USR_0403,Roadmap Planner,Churn,0
1154,2024-08-06,USR_0129,Stakeholder Tool,Churn,0
1155,2024-03-20,USR_0420,Stakeholder Tool,Adopt,0
1156,2024-10-15,USR_0180,Analytics Dashboard,Churn,0
1157,2025-04-23,USR_0140,Meeting Optimizer,Adopt,0
1158,2024-09-24,USR_0408,Analytics Dashboard,Adopt,0
1159,2025-10-16,USR_0230,Analytics Dashboard,Adopt,0
1160,2024-07-21,USR_0248,Stakeholder Tool,Adopt,0
1161,2024-08-07,USR_0041,Meeting Optimizer,Adopt,0
1162,2025-06-14,USR_0206,Analytics Dashboard,Adopt,1
1163,2024-07-08,USR_0255,Stakeholder Tool,Adopt,1
1164,2025-06-01,USR_0205,Roadmap Planner,Adopt,1
1165,2025-11-06,USR_0231,Meeting Optimizer,Churn,1
1166,2024-04-28,USR_0106,Analytics Dashboard,Adopt,0
1167,2025-12-05,USR_0060,Stakeholder Tool,Churn,0
1168,2024-06-15,USR_0416,Analytics Dashboard,Adopt,0
1169,2024-03-06,USR_0476,Analytics Dashboard,Churn,1
1170,2024-08-29,USR_0279,Analytics Dashboard,Adopt,1
1171,2024-05-27,USR_0105,Stakeholder Tool,Churn,0
1172,2025-03-22,USR_0432,Meeting Optimizer,Churn,0
1173,2024-09-13,USR_0361,Roadmap Planner,Adopt,0
1174,2025-05-12,USR_0256,Roadmap Planner,Adopt,0
1175,2025-03-20,USR_0084,Analytics Dashboard,Adopt,0
1176,2025-09-04,USR_0472,Stakeholder Tool,Adopt,1
1177,2024-05-08,USR_0137,Meeting Optimizer,Adopt,1
1178,2024-04-19,USR_0067,Analytics Dashboard,Churn,0
1179,2025-12-17,USR_0148,Stakeholder Tool,Adopt,0
1180,2024-01-27,USR_0042,Roadmap Planner,Adopt,0
1181,2025-04-19,USR_0194,Roadmap Planner,Adopt,0
1182,2025-06-11,USR_0160,Stakeholder Tool,Churn,1
1183,2025-12-21,USR_0121,Stakeholder Tool,Adopt,0
1184,2024-12-19,USR_0205,Roadmap Planner,Churn,0
1185,2025-11-20,USR_0295,Analytics Dashboard,Churn,0
1186,2024-03-29,USR_0357,Analytics Dashboard,Churn,1
1187,2024-07-27,USR_0433,Stakeholder Tool,Adopt,0
1188,2025-08-07,USR_0355,Roadmap Planner,Adopt,0
1189,2025-03-07,USR_0067,Roadmap Planner,Churn,0
1190,2024-07-21,USR_0080,Analytics Dashboard,Adopt,0
1191,2024-07-01,USR_0187,Meeting Optimizer,Churn,0
1192,2025-02-27,USR_0398,Roadmap Planner,Adopt,0
1193,2025-08-09,USR_0342,Meeting Optimizer,Churn,0
1194,2025-08-04,USR_0489,Meeting Optimizer,Adopt,0
1195,2024-04-23,USR_0391,Stakeholder Tool,Adopt,1
1196,2025-07-16,USR_0328,Roadmap Planner,Adopt,1
1197,2025-05-18,USR_0328,Meeting Optimizer,Adopt,0
1198,2025-06-01,USR_0061,Roadmap Planner,Adopt,0
1199,2024-08-24,USR_0215,Analytics Dashboard,Churn,1
1200,2024-09-01,USR_0246,Analytics Dashboard,Adopt,0
1201,2024-06-20,USR_0343,Meeting Optimizer,Churn,0
1202,2024-08-05,USR_0051,Analytics Dashboard,Adopt,0
1203,2025-07-15,USR_0275,Roadmap Planner,Churn,0
1204,2025-08-16,USR_0495,Roadmap Planner,Churn,0
1205,2024-10-13,USR_0489,Analytics Dashboard,Adopt,0
1206,2024-03-01,USR_0413,Stakeholder Tool,Churn,1
1207,2025-12-18,USR_0382,Meeting Optimizer,Churn,1
1208,2025-08-06,USR_0161,Roadmap Planner,Churn,1
1209,2024-10-01,USR_0222,Analytics Dashboard,Adopt,0
1210,2025-11-10,USR_0087,Meeting Optimizer,Adopt,0
1211,2025-03-26,USR_0357,Roadmap Planner,Churn,0
1212,2024-10-31,USR_0117,Roadmap Planner,Churn,0
1213,2024-03-04,USR_0419,Roadmap Planner,Churn,1
1214,2025-09-14,USR_0416,Analytics Dashboard,Churn,0
1215,2025-06-13,USR_0377,Meeting Optimizer,Churn,1
1216,2024-12-25,USR_0461,Roadmap Planner,Adopt,0
1217,2025-06-30,USR_0167,Stakeholder Tool,Churn,1
1218,2024-03-25,USR_0037,Analytics Dashboard,Churn,0
1219,2024-05-28,USR_0132,Stakeholder Tool,Adopt,1
1220,2025-02-17,USR_0016,Meeting Optimizer,Adopt,0
1221,2025-03-10,USR_0133,Stakeholder Tool,Churn,0
1222,2025-01-07,USR_0208,Meeting Optimizer,Adopt,0
1223,2025-06-19,USR_0258,Roadmap Planner,Churn,1
1224,2024-11-06,USR_0482,Analytics Dashboard,Adopt,1
1225,2024-11-23,USR_0310,Meeting Optimizer,Churn,0
1226,2025-11-17,USR_0158,Stakeholder Tool,Adopt,0
1227,2025-01-28,USR_0181,Stakeholder Tool,Churn,1
1228,2025-04-08,USR_0429,Stakeholder Tool,Churn,1
1229,2025-10-07,USR_0245,Roadmap Planner,Adopt,1
1230,2024-08-14,USR_0189,Meeting Optimizer,Adopt,0
1231,2024-10-23,USR_0178,Meeting Optimizer,Adopt,0
1232,2024-11-14,USR_0089,Roadmap Planner,Adopt,1
1233,2024-01-19,USR_0171,Analytics Dashboard,Adopt,0
1234,2024-12-30,USR_0493,Stakeholder Tool,Churn,0
1235,2025-02-11,USR_0446,Analytics Dashboard,Adopt,1
1236,2024-07-29,USR_0220,Analytics Dashboard,Adopt,0
1237,2024-06-25,USR_0384,Stakeholder Tool,Adopt,0
1238,2025-11-24,USR_0495,Roadmap Planner,Adopt,0
1239,2024-07-09,USR_0373,Stakeholder Tool,Adopt,0
1240,2025-09-24,USR_0074,Roadmap Planner,Adopt,0
1241,2024-07-29,USR_0195,Analytics Dashboard,Adopt,0
1242,2025-02-27,USR_0472,Stakeholder Tool,Churn,0
1243,2024-04-23,USR_0033,Stakeholder Tool,Adopt,0
1244,2025-06-14,USR_0332,Roadmap Planner,Adopt,0
1245,2025-10-15,USR_0074,Analytics Dashboard,Adopt,1
1246,2025-03-27,USR_0314,Meeting Optimizer,Adopt,0
1247,2024-09-25,USR_0075,Stakeholder Tool,Adopt,0
1248,2024-03-06,USR_0435,Meeting Optimizer,Churn,0
1249,2024-01-23,USR_0220,Roadmap Planner,Adopt,0
1250,2024-01-06,USR_0463,Roadmap Planner,Adopt,0
1251,2025-05-22,USR_0050,Stakeholder Tool,Adopt,1
1252,2024-05-21,USR_0013,Stakeholder Tool,Churn,1
1253,2025-08-14,USR_0155,Stakeholder Tool,Adopt,0
1254,2025-05-21,USR_0087,Stakeholder Tool,Churn,0
1255,2025-02-22,USR_0114,Meeting Optimizer,Adopt,1
1256,2025-07-24,USR_0322,Meeting Optimizer,Churn,1
1257,2024-07-07,USR_0460,Roadmap Planner,Churn,0
1258,2024-05-26,USR_0126,Analytics Dashboard,Adopt,0
1259,2024-10-26,USR_0384,Analytics Dashboard,Churn,0
1260,2025-01-09,USR_0028,Roadmap Planner,Churn,0
1261,2024-01-02,USR_0223,Analytics Dashboard,Churn,0
1262,2024-02-07,USR_0215,Stakeholder Tool,Churn,0
1263,2024-07-13,USR_0418,Roadmap Planner,Adopt,1
1264,2024-12-01,USR_0362,Analytics Dashboard,Adopt,0
1265,2024-08-14,USR_0317,Roadmap Planner,Adopt,0
1266,2024-04-06,USR_0349,Meeting Optimizer,Adopt,1
1267,2025-06-25,USR_0388,Roadmap Planner,Adopt,0
1268,2024-12-22,USR_0103,Meeting Optimizer,Adopt,0
1269,2024-08-13,USR_0108,Analytics Dashboard,Adopt,0
1270,2024-05-09,USR_0246,Meeting Optimizer,Adopt,0
1271,2025-02-24,USR_0225,Meeting Optimizer,Adopt,0
1272,2024-03-24,USR_0125,Stakeholder Tool,Adopt,0
1273,2025-03-28,USR_0466,Roadmap Planner,Churn,1
1274,2025-04-29,USR_0229,Stakeholder Tool,Churn,0
1275,2025-07-04,USR_0203,Stakeholder Tool,Adopt,0
1276,2024-08-08,USR_0184,Analytics Dashboard,Adopt,0
1277,2024-04-18,USR_0056,Stakeholder Tool,Adopt,0
1278,2024-05-14,USR_0008,Analytics Dashboard,Adopt,0
1279,2024-01-31,USR_0102,Stakeholder Tool,Adopt,0
1280,2025-08-27,USR_0179,Meeting Optimizer,Adopt,0
1281,2025-07-15,USR_0308,Meeting Optimizer,Adopt,0
1282,2025-11-28,USR_0442,Roadmap Planner,Adopt,0
1283,2024-03-16,USR_0369,Analytics Dashboard,Adopt,0
1284,2024-03-08,USR_0111,Stakeholder Tool,Adopt,0
1285,2025-11-20,USR_0314,Analytics Dashboard,Adopt,0
1286,2025-08-10,USR_0463,Meeting Optimizer,Churn,0
1287,2025-12-02,USR_0333,Roadmap Planner,Adopt,0
1288,2025-01-27,USR_0004,Analytics Dashboard,Churn,1
1289,2025-02-27,USR_0334,Analytics Dashboard,Adopt,0
1290,2024-04-17,USR_0038,Roadmap Planner,Adopt,0
1291,2025-04-10,USR_0021,Meeting Optimizer,Churn,0
1292,2024-07-06,USR_0374,Meeting Optimizer,Adopt,0
1293,2024-01-15,USR_0198,Stakeholder Tool,Churn,0
1294,2025-05-10,USR_0064,Meeting Optimizer,Adopt,1
1295,2025-05-27,USR_0432,Analytics Dashboard,Adopt,1
1296,2024-02-02,USR_0286,Stakeholder Tool,Adopt,0
1297,2025-03-26,USR_0329,Stakeholder Tool,Churn,0
1298,2025-01-07,USR_0235,Stakeholder Tool,Adopt,1
1299,2024-12-08,USR_0481,Meeting Optimizer,Churn,1
1300,2025-03-23,USR_0242,Meeting Optimizer,Adopt,1
1301,2024-03-12,USR_0339,Roadmap Planner,Adopt,0
1302,2024-05-01,USR_0099,Analytics Dashboard,Adopt,0
1303,2024-04-04,USR_0069,Analytics Dashboard,Adopt,0
1304,2024-02-12,USR_0096,Analytics Dashboard,Churn,1
1305,2025-07-24,USR_0351,Stakeholder Tool,Adopt,0
1306,2025-04-30,USR_0306,Meeting Optimizer,Churn,0
1307,2024-07-09,USR_0447,Stakeholder Tool,Churn,1
1308,2024-06-27,USR_0183,Stakeholder Tool,Churn,0
1309,2025-07-09,USR_0347,Analytics Dashboard,Churn,0
1310,2025-02-16,USR_0209,Meeting Optimizer,Adopt,1
1311,2025-12-04,USR_0500,Analytics Dashboard,Adopt,0
1312,2024-08-31,USR_0453,Stakeholder Tool,Churn,0
1313,2024-02-18,USR_0402,Analytics Dashboard,Churn,0
1314,2025-11-04,USR_0115,Stakeholder Tool,Churn,0
1315,2025-07-11,USR_0459,Meeting Optimizer,Churn,0
1316,2024-12-06,USR_0452,Meeting Optimizer,Adopt,0
1317,2024-02-05,USR_0018,Analytics Dashboard,Adopt,0
1318,2024-04-01,USR_0123,Analytics Dashboard,Adopt,0
1319,2025-06-29,USR_0270,Meeting Optimizer,Churn,1
1320,2025-11-18,USR_0431,Roadmap Planner,Adopt,0
1321,2025-12-06,USR_0437,Stakeholder Tool,Adopt,0
1322,2025-06-23,USR_0051,Meeting Optimizer,Adopt,0
1323,2024-01-05,USR_0345,Meeting Optimizer,Churn,0
